ID,labels,cpe,description,cwe_id,cwe_name
CVE-2020-17523,"['maven:org.apache.shiro:shiro-web', 'maven:org.apache.shiro:shiro-spring-boot-web-starter', 'maven:org.apache.shiro:shiro-spring-boot-starter', 'maven:org.apache.shiro:shiro-spring']",['apache shiro'],"Apache Shiro before 1.7.1, when using Apache Shiro with Spring, a specially crafted HTTP request may cause an authentication bypass.",CWE-287,Improper Authentication
CVE-2016-0785,['maven:org.apache.struts.xwork:xwork-core'],['apache struts'],"Apache Struts 2.x before 2.3.28 allows remote attackers to execute arbitrary code via a ""%{}"" sequence in a tag attribute, aka forced double OGNL evaluation.",CWE-20,Improper Input Validation
CVE-2015-7501,"['maven:commons-collections:commons-collections', 'maven:org.apache.commons:commons-collections4']","['redhat jboss_operations_network', 'redhat jboss_a-mq', 'redhat jboss_enterprise_application_platform', 'redhat jboss_bpm_suite', 'redhat jboss_enterprise_brms_platform', 'redhat openshift', 'redhat jboss_fuse', 'redhat subscription_asset_manager', 'redhat jboss_fuse_service_works', 'redhat jboss_enterprise_soa_platform', 'redhat jboss_enterprise_web_server', 'redhat jboss_portal', 'redhat jboss_data_virtualization', 'redhat xpaas', 'redhat data_grid']","Red Hat JBoss A-MQ 6.x; BPM Suite (BPMS) 6.x; BRMS 6.x and 5.x; Data Grid (JDG) 6.x; Data Virtualization (JDV) 6.x and 5.x; Enterprise Application Platform 6.x, 5.x, and 4.3.x; Fuse 6.x; Fuse Service Works (FSW) 6.x; Operations Network (JBoss ON) 3.x; Portal 6.x; SOA Platform (SOA-P) 5.x; Web Server (JWS) 3.x; Red Hat OpenShift/xPAAS 3.x; and Red Hat Subscription Asset Manager 1.3 allow remote attackers to execute arbitrary commands via a crafted serialized Java object, related to the Apache Commons Collections (ACC) library.",CWE-502,Deserialization of Untrusted Data
CVE-2016-3674,"['maven:xstream:xstream', 'maven:org.apache.servicemix.bundles:org.apache.servicemix.bundles.xstream', 'maven:com.thoughtworks.xstream:xstream']","['fedoraproject fedora', 'debian debian_linux', 'xstream_project xstream']","Multiple XML external entity (XXE) vulnerabilities in the (1) Dom4JDriver, (2) DomDriver, (3) JDomDriver, (4) JDom2Driver, (5) SjsxpDriver, (6) StandardStaxDriver, and (7) WstxDriver drivers in XStream before 1.4.9 allow remote attackers to read arbitrary files via a crafted XML document.",CWE-200,Exposure of Sensitive Information to an Unauthorized Actor
CVE-2020-8910,['maven:org.webjars.npm:google-closure-library'],['google closure_library'],A URL parsing issue in goog.uri of the Google Closure Library versions up to and including v20200224 allows an attacker to send malicious URLs to be parsed by the library and return the wrong authority. Mitigation: update your library to version v20200315.,,
CVE-2009-3579,['maven:org.mortbay.jetty:jetty'],['mortbay jetty'],Cross-site scripting (XSS) vulnerability in the CookieDump.java sample application in Mort Bay Jetty 6.1.19 and 6.1.20 allows remote attackers to inject arbitrary web script or HTML via the Value parameter in a GET request to cookie/.,CWE-79,Improper Neutralization of Input During Web Page Generation ('Cross-site Scripting')
CVE-2021-46063,['maven:net.mingsoft:ms-mcms'],['mingsoft mcms'],MCMS v5.2.5 was discovered to contain a Server Side Template Injection (SSTI) vulnerability via the Template Management module.,CWE-94,Improper Control of Generation of Code ('Code Injection')
CVE-2019-14893,['maven:com.fasterxml.jackson.core:jackson-databind'],"['fasterxml jackson-databind', 'netapp steelstore_cloud_integrated_storage', 'netapp oncommand_api_services', 'oracle goldengate_stream_analytics']","A flaw was discovered in FasterXML jackson-databind in all versions before 2.9.10 and 2.10.0, where it would permit polymorphic deserialization of malicious objects using the xalan JNDI gadget when used in conjunction with polymorphic type handling methods such as `enableDefaultTyping()` or when @JsonTypeInfo is using `Id.CLASS` or `Id.MINIMAL_CLASS` or in any other way which ObjectMapper.readValue might instantiate objects from unsafe sources. An attacker could use this flaw to execute arbitrary code.",CWE-502,Deserialization of Untrusted Data
CVE-2017-3152,['maven:org.apache.atlas:apache-atlas'],['apache atlas'],Apache Atlas versions 0.6.0-incubating and 0.7.0-incubating were found vulnerable to DOM XSS in the edit-tag functionality.,CWE-79,Improper Neutralization of Input During Web Page Generation ('Cross-site Scripting')
CVE-2020-15813,"['maven:org.graylog:graylog-parent', 'maven:org.graylog2:graylog2-server']",['graylog graylog'],"Graylog before 3.3.3 lacks SSL Certificate Validation for LDAP servers. It allows use of an external user/group database stored in LDAP. The connection configuration allows the usage of unencrypted, SSL- or TLS-secured connections. Unfortunately, the Graylog client code (in all versions that support LDAP) does not implement proper certificate validation (regardless of whether the ""Allow self-signed certificates"" option is used). Therefore, any attacker with the ability to intercept network traffic between a Graylog server and an LDAP server is able to redirect traffic to a different LDAP server (unnoticed by the Graylog server due to the lack of certificate validation), effectively bypassing Graylog's authentication mechanism.",CWE-295,Improper Certificate Validation
CVE-2018-18831,['maven:net.mingsoft:ms-mcms'],['mingsoft mcms'],An issue was discovered in com\mingsoft\cms\action\GeneraterAction.java in MCMS 4.6.5. An attacker can write a .jsp file (in the position parameter) to an arbitrary directory via a ../ Directory Traversal in the url parameter.,CWE-22,Improper Limitation of a Pathname to a Restricted Directory ('Path Traversal')
CVE-2018-1000150,['maven:org.jenkins-ci.plugins:reverse-proxy-auth-plugin'],['jenkins reverse_proxy_auth'],An exposure of sensitive information vulnerability exists in Jenkins Reverse Proxy Auth Plugin 1.5 and older in ReverseProxySecurityRealm#authContext that allows attackers with local file system access to obtain a list of authorities for logged in users.,CWE-200,Exposure of Sensitive Information to an Unauthorized Actor
CVE-2015-5317,['maven:org.jenkins-ci.main:jenkins-core'],"['jenkins jenkins', 'redhat openshift']",The Fingerprints pages in Jenkins before 1.638 and LTS before 1.625.2 might allow remote attackers to obtain sensitive job and build name information via a direct request.,CWE-200,Exposure of Sensitive Information to an Unauthorized Actor
CVE-2019-13116,['maven:commons-collections:commons-collections'],['mulesoft mule_runtime'],"The MuleSoft Mule Community Edition runtime engine before 3.8 allows remote attackers to execute arbitrary code because of Java Deserialization, related to Apache Commons Collections",CWE-502,Deserialization of Untrusted Data
CVE-2019-16560,['maven:org.jenkins-ci.plugins:websphere-deployer'],['jenkins websphere_deployer'],A cross-site request forgery vulnerability in Jenkins WebSphere Deployer Plugin 1.6.1 and earlier allows attackers to perform connection tests and determine whether files with an attacker-specified path exist on the Jenkins master file system.,CWE-352,Cross-Site Request Forgery (CSRF)
CVE-2016-9299,['maven:org.jenkins-ci.main:jenkins-core'],"['jenkins jenkins', 'fedoraproject fedora']","The remoting module in Jenkins before 2.32 and LTS before 2.19.3 allows remote attackers to execute arbitrary code via a crafted serialized Java object, which triggers an LDAP query to a third-party server.",CWE-90,Improper Neutralization of Special Elements used in an LDAP Query ('LDAP Injection')
CVE-2020-13934,"['maven:org.apache.tomcat:tomcat-coyote', 'maven:org.apache.tomcat.embed:tomcat-embed-core']","['apache tomcat', 'debian debian_linux', 'netapp oncommand_system_manager', 'opensuse leap', 'canonical ubuntu_linux', 'oracle managed_file_transfer', 'oracle instantis_enterprisetrack', 'oracle agile_plm', 'oracle workload_manager', 'oracle agile_engineering_data_management', 'oracle siebel_ui_framework', 'oracle mysql_enterprise_monitor', 'oracle fmw_platform', 'oracle communications_instant_messaging_server']","An h2c direct connection to Apache Tomcat 10.0.0-M1 to 10.0.0-M6, 9.0.0.M5 to 9.0.36 and 8.5.1 to 8.5.56 did not release the HTTP/1.1 processor after the upgrade to HTTP/2. If a sufficient number of such requests were made, an OutOfMemoryException could occur leading to a denial of service.",CWE-476,NULL Pointer Dereference
CVE-2019-16546,['maven:org.jenkins-ci.plugins:google-compute-engine'],['jenkins google_compute_engine'],"Jenkins Google Compute Engine Plugin 4.1.1 and earlier does not verify SSH host keys when connecting agents created by the plugin, enabling man-in-the-middle attacks.",CWE-639,Authorization Bypass Through User-Controlled Key
CVE-2019-10093,"['maven:org.apache.tika:tika-core', 'maven:org.apache.tika:tika-parsers']",['apache tika'],"In Apache Tika 1.19 to 1.21, a carefully crafted 2003ml or 2006ml file could consume all available SAXParsers in the pool and lead to very long hangs. Apache Tika users should upgrade to 1.22 or later.",CWE-770,Allocation of Resources Without Limits or Throttling
CVE-2019-6986,['maven:org.vivoweb:vitro-api'],['duraspace vitro'],"SPARQL Injection in VIVO Vitro v1.10.0 allows a remote attacker to execute arbitrary SPARQL via the uri parameter, leading to a regular expression denial of service (ReDoS), as demonstrated by crafted use of FILTER%20regex in a /individual?uri= request.",CWE-77,Improper Neutralization of Special Elements used in a Command ('Command Injection')
CVE-2018-3721,"['maven:org.webjars:lodash', 'maven:org.webjars.bower:json3', 'maven:org.webjars.bowergithub.faan11:app-localstorage-tidy-string', 'maven:org.webjars:browser-sync', 'maven:org.webjars.npm:lodash', 'maven:org.webjars.bower:FlipClock', 'maven:org.webjars.bowergithub.apache:incubator-echarts', 'maven:org.webjars.npm:floatthead', 'maven:org.webjars.bower:echarts', 'maven:org.webjars.bower:lodash', 'maven:org.webjars.bowergithub.lodash:lodash']","['lodash lodash', 'netapp active_iq_unified_manager', 'netapp system_manager']","lodash node module before 4.17.5 suffers from a Modification of Assumed-Immutable Data (MAID) vulnerability via defaultsDeep, merge, and mergeWith functions, which allows a malicious user to modify the prototype of ""Object"" via __proto__, causing the addition or modification of an existing property that will exist on all objects.",CWE-1321,Improperly Controlled Modification of Object Prototype Attributes ('Prototype Pollution')
CVE-2019-10390,['maven:com.splunk.splunkins:splunk-devops'],['jenkins splunk'],A sandbox bypass vulnerability in Jenkins Splunk Plugin 1.7.4 and earlier allowed attackers with Overall/Read permission to provide a Groovy script to an HTTP endpoint that can result in arbitrary code execution on the Jenkins master JVM.,,
CVE-2019-17556,['maven:org.apache.olingo:odata-client-proxy'],['apache olingo'],"Apache Olingo versions 4.0.0 to 4.6.0 provide the AbstractService class, which is public API, uses ObjectInputStream and doesn't check classes being deserialized. If an attacker can feed malicious metadata to the class, then it may result in running attacker's code in the worse case.",CWE-502,Deserialization of Untrusted Data
CVE-2020-2207,['maven:org.jenkins-ci.plugins:vncviewer'],['jenkins vncviewer'],"Jenkins VncViewer Plugin 1.7 and earlier does not escape a parameter value in the checkVncServ form validation endpoint, resulting in a reflected cross-site scripting (XSS) vulnerability.",CWE-79,Improper Neutralization of Input During Web Page Generation ('Cross-site Scripting')
CVE-2020-2164,"['maven:org.jvnet.hudson.plugins:artifactory', 'maven:org.jenkins-ci.plugins:artifactory']",['jfrog artifactory'],Jenkins Artifactory Plugin 3.5.0 and earlier stores its Artifactory server password unencrypted in its global configuration file on the Jenkins master where it can be viewed by users with access to the master file system.,CWE-522,Insufficiently Protected Credentials
CVE-2019-12737,"['maven:io.ktor:ktor-auth', 'maven:io.ktor:ktor-utils']",['jetbrains ktor'],UserHashedTableAuth in JetBrains Ktor framework before 1.2.0-rc uses a One-Way Hash with a Predictable Salt for storing user credentials.,CWE-916,Use of Password Hash With Insufficient Computational Effort
CVE-2018-8036,"['maven:org.apache.pdfbox:debugger-app', 'maven:org.apache.pdfbox:fontbox']",['apache pdfbox'],"In Apache PDFBox 1.8.0 to 1.8.14 and 2.0.0RC1 to 2.0.10, a carefully crafted (or fuzzed) file can trigger an infinite loop which leads to an out of memory exception in Apache PDFBox's AFMParser.",CWE-835,Loop with Unreachable Exit Condition ('Infinite Loop')
CVE-2021-21347,"['maven:org.apache.servicemix.bundles:org.apache.servicemix.bundles.xstream', 'maven:org.apache.servicemix.bundles:org.apache.servicemix.bundles.xstream-java8', 'maven:com.thoughtworks.xstream:xstream']","['xstream_project xstream', 'debian debian_linux', 'fedoraproject fedora', 'oracle banking_platform', 'oracle weblogic_server', 'oracle webcenter_portal', 'oracle communications_unified_inventory_management', 'oracle communications_policy_management', 'oracle banking_virtual_account_management', 'oracle communications_billing_and_revenue_management_elastic_charging_engine', 'oracle business_activity_monitoring', 'oracle retail_xstore_point_of_service', 'oracle banking_enterprise_default_management']","XStream is a Java library to serialize objects to XML and back again. In XStream before version 1.4.16, there is a vulnerability which may allow a remote attacker to load and execute arbitrary code from a remote host only by manipulating the processed input stream. No user is affected, who followed the recommendation to setup XStream's security framework with a whitelist limited to the minimal required types. If you rely on XStream's default blacklist of the Security Framework, you will have to use at least version 1.4.16.",CWE-502,Deserialization of Untrusted Data
